cleaned_comment
rapist gulo ke kobe dhora hobe naki didi oder protection dite boleche
ader vuler kono khoma jate na hoy jonogon chhere debena…ader kothin sastir video amra dekhte chai r asol aporadhider
বাহ চবববিশ জনকে ধরে ফেলেছেন পাবলিককে ধন্যবাদ দিচ্ছেন তা বেশ। এবার ওদের নাম পরিচয় এগুলো একটু জানাবেন না পিছনে কারা আছে মাথায় কাদের হাত যে পাবলিক ধরে দিল সে পাবলিকের এটুকু জানার অধিকার ও আছে তাই না
সাধারণ মানুষ আপনাদের সাথে ততক্ষণ থাকবে যতক্ষণ আপনারা নিরপেক্ষ থাকবেন। বিশ্বাস ভাঙ্গতে থাকলে কিন্তু পরে আটকাতে পারবেন না।
lovely emergency service destroy korar jonnye minimum year prison e rakha uchit
হামলাকারীদের দৃষ্টান্ত মূলক কঠোর শাস্তির দরকার।তার সাথে সাথে যারা ঐ নিষ্পাপ মেয়েটাকে হত্যা করেছে অতি দ্রুত গ্রেফতার করে কঠোর থেকে কঠোর শাস্তির প্রয়োজন।প্রত্যেক মেয়ে তার বাবা মায়ের কাছে কলিজার টুকরো।অতি দ্রুত দোষীদের শাস্তি না হলে আমার মেয়ে ডাক্তার হওয়ার যে প্রস্তুতি নিচ্ছে তা হয়তো বন্ধ করতে বাধ্য হবো।ডাক্তার তৈরি করতে গিয়ে আমি মেয়েকে হারাতে পারবো না।
arey sudhu dhorle hobekara pathiyechhilo seta jigges korunkhali ekey dhorechhi okey dhorechhi
জানতে চাই যে বাথরুম টা কেন ভাঙা পড়লো এতো তাড়াতাড়ি আর করা ভাঙলো কিছু খোঁজ পাওয়া গেছে kolkatapolice
শাস্তি হবে তো শাস্তি এর ছবি দেখতে চাই। মানুষের আস্থা বাড়ানোর দায়িত্ব পুলিশের। আপনারা নিশ্চয়ই আমাদের ভরসা দেবেন আশা করব।
এ বাবা আজ কলকাতা হাইকোর্টের মাননীয় প্রধান বিচারপতি আমাদের গর্বের স্কটল্যান্ড ইয়ার্ডের সমতুল্য কলকাতা পুলিশকে কি হ্যাটা করলো মাইরি টোটাল বেইজ্জতি
মনা… আ ঘটি বেঁকিয়ে দেবো বুঝবা তখন
thank u kolkata police
choto gulo k pelen abr main matha der ber korun kaje debe
এদের কঠোর শাস্তি চাই এতো ক্ষয় ক্ষতি করার জন্য
r tar age je aro ekta ghotona ghoteche setar oporadhi gulo kobe dhora porbe
ওষুধ পড়া কি শুরু হয়েছে
lojja howa ucit apnader
এটার সাথে প্রমাণ লোপাটের চেষ্টা করছে সেটা তো কোথায় বলছেন না
ki valo kaj cholche prothome lok vara kore hamla korao tar por oder khuje anar acting chalao ei kore asol doshi dhama chapa pore jak jonogon shanto hoe jabe kichu akta bole case bondho kore deoa jabe
দোষীদের গ্রেফতার করার জন্য কলকাতা পুলিশকে ধন্যবাদ। এবার এদের পরিচয় প্রকাশ করুন। এরা কারা কোন রাজনৈতিক দলের মদতপুষ্ট সেটা মানুষকে জানান।
আমরা জানতে চাই যে মানুষ গুলো কে ধরা হয়েছে তাদের পরিচয় কি তাঁরা কেনো আর কার পরামর্শে এসে ছিলো তাদের কি ধরনের শাস্তি দেওয়া হলো নাকি দাদা দিদি রা এসে জামিন করিয়ে নিয়ে গেছে খুব জানতে ইচ্ছা করে। ভুল কিছু বলো থাকলে ক্ষমা করবেন ।
এরা কারা আপনারাতো বেস্ট টিম নাকি বুঝতে পারছেন না কোথা থেকে কিভাবে হারিয়ে যাওয়া মোবাইল খুঁজে দিয়ে এত্ত এত্ত ছবি পোস্ট করেন আর আপনাদের নেটওয়ার্ক কি এতই খারাপ হয়ে গেছে যে এদের বার করতে পাবলিকের হেল্প চাইছেন ইয়ে পাবলিক হ্যায় বাবু সব জানতে হ্যায় ।
কেউ নেই আপনাদের পাশে। কারোর ভরসা নেই আপনাদের ওপর।
ei akaaj gulo porey korben agey kaaj ta körün eirokom loom pen hooligan shob jaygay thakey era chunoputi tao social medium r help laglo eder dhortey chi chi keno apnader khochor gulo koi raghav boyal der dhorun
অভিনন্দন জানাই দুষ্কৃতীদের গ্রেফতার করেছেন বলে।এবার bail না দিয়ে যথাযোগ্য শাস্তি দিন
আমরা দুষ্কৃতী ধরি আপনারা মায়না আর ঘুষ নিয়ে ভুঁড়ি বাড়ান।
kolkata police please tell u action taking people waiting hear possible please share recording u social medium people learn hesitate going forward
এই তৎপরতার সঙ্গে রেপিস্ট ও ক্রিমিনাল গুলো যারা এই কেসে জড়িত তাদেরকে ধরুন
july cctv footage nin sir oder ke khuje paben os tmc dalal
কত টাকার ক্ষতি হয়েছে সেই হিসাব নিন এবং যারা এই ভাঙচুর করলো তাদের কিডনী বেচে হোলেও ক্ষতিপূরণ আদায় করুন।
পিছনে দুটো দানা দিয়ে দেন বাপের জন্মে আর এই সব কেও করবেনা
নিজেদের লোকজন কে গরু ছাড়া করে এবার ধরে ধরে medium তে এনে দেখাছে। কিসসু হবে না দাদা রা public কথা বলবে
apnara j dariye dariye dekhchilen puro ghatona tar update kakhon deben
amrai sob korchiamrai ei doshi dr dhoriye dicchi evidence khuje amra dicchi tarporeu protection pai oi soitan gulo bah bah kp mayeder kol khali kore eder k jamai ador korche shunlm principal arrested ta ki tar mukh theke amar meye chara kichu ber korte para gelo naki jamai ador hocche
আগের পোস্ট নাটক ছিল এটি অতি নাটক
agey nijeder daito ta thik moto palon korun jatey apnader proti respect ta harate na hoe
সব জনগণই তো করছে আপনারা কি করবেন সেটা এবারে ভাবুন । অনেক তো হলো এবারে একটু মনুষত্বের জন্য কাজ করুন
ধন্যবাদ । তবে এদের সহ সমস্ত দোষীদের গ্রেফতার চাই। আগিয়ে চল নিরঙ্কুশভাবে kolkata police
sorkari sompotti r khotir sob khorcha eder ebong eder bapar theke jeno oboshoi neoa hoy
taka jamin diye dudin baade beriye jabe joto natok eder ke joro korlo kara time e lathi niye kikore elo kara direction dilo egulo dom thakle publish korun
ki din kal porlo
besh valoi script ta likhechhen
se na hoy bujhlam kintu ashol bichar er koto dur egolo
মৃতা র গাড়ি কেন ভাঙচুর করা হলো কারা করলো এটাও কি পাবলিক বলে দিলে তবেই খুঁজবেন
natok
এবার রাস্তা ঘাটে দেখলেই বুড়ির পাচাটা বলবো ।।
প্রত্যেকদিন সকাল হলে নাটক শুরু করেন কেন একে খুঁজে দাও তাকে খুঁজে দাও করে
আপনাদের কাজটা ঠিক কি
eder modhye kaukei kichu korte dekha jacche naeder niye korben ta ki
এরা তো সব দাঁড়িয়ে দেখছে। এদের ধরতে চাইলে আগে নিজেদের পুলিস কর্মী গুলোকে ধরুন। যারা দাঁড়িয়ে দাঁড়িয়ে যায় দেখছিলো চটিচাটা আর কাকে বলে
নিজেই জানি না কবে পুলিশের চাকরি পেলাম এদিকে খুঁজে দেওয়ার রিকু আসছে।
সন্ধান চাই kolkata police এর নির্ভীকতা সততা সাহসিকতা । দয়া করে এদের কে খুঁজে বার করুন ।
ei poriskar choti jora khuje peyechi eta jar taake ektu phiriye deben
সিপিআইএম এর পার্টি অফিসে খুঁজে পাওয়া যাবে
কি অসাধারণ ছবি দেখে মুগ্ধ হয়ে গেলাম।
কালীঘাটে গিয়ে খুঁজুন পাবেন।।।
কালীঘাট অথবা তপসিয়া তৃণমূল ভবনে গিয়ে দেখতে পারেন।
এদের প্রত্যেককে কঠিন থেকে কঠিনতম শাস্তি দেন যাতে জীবনে আর কেউ না এমন নক্কার জনক কাজ করতে পারে।
আপনারা বরং ac চালিয়ে কম্বল চাপা দিয়ে ঘুমান। আর সাধারণ মানুষকে uniform টা দিয়ে দিন।
আমরা বিচার চাই আর এই সমস্ত ছবি দেখিয়ে শুধু শুধু সময় নষ্ট করবেন না পারলে আসল অপরাধীকে ধরুন
যারা ভিতরে ঢুকে ভাঙচুর করলো তাদের ছবি কেন দিচ্ছেন না আমরা আপনাদের স্কটল্যান্ড এর সাথে তুলনা করি ভুলে যাবেন না সাধারন মানুষ কিন্তু সব বুঝতে পারছে
enough drama better shut department cant anything
সামান্য দুষ্কৃতি ধরার জন্য আপনাদের ফেসবুকে পোস্ট দিতে হয়। আর লোকজন আশা করে বসে আছে আপনারা হত্যাকারীদের শাস্তি দেবেন। হাস্যকর।
আপনারা নিজেদের হাসির পাত্র বানাচ্ছেন ভবিষ্যতে পুলিসের চাকরি করতে লজ্জিত হবে
amar ranna korar khunti ta ami ektu uchu shelf e tule rekhe deijate amar chotto chele ta nagal na payo roj sokale uthe oi khunti ta ke khoje khelbe boleshelf er upor dekhte paykintu haat paynatai roj sokale uthei amon bayna kore becharadekhte pacche kothay ae jinista dhorte parenabayna korbei
যাদের already arrest করেছেন তাদের বলুন এদের খোঁজ দিতে। তারা তো ভালো চিনবে নিজেদের ভাই বন্ধুকে।
এগুলো কি ধরনের ইয়ার্কি
absolutely ridiculous socalled world best police force chief minister like applaud come laughable infuriating kolkata police resorted cheap politically motivated tactic instead utilizing socalled intelligence capability identify real culprit they’ve chosen round random individual crowd possibly targeting actually mobilizing mass movement whole charade circling people photo nothing preplanned attempt scapegoat innocent protester one pose real challenge power it’s absurd force supposed expertise cannot gauge situation ground later identify true offender i’m left speechless disgraceful childish move kolkata police low we’ve sunk law enforcement become tool political witch hunt people deserve better pathetic display fuel fire injustice wake kolkata police—stop puppet political game
ভালো নাটক শুরু করেছে তো। নিজেদের ক্ষমতা নেই খোঁজার। জনগনের নিজেদের আরো হাস্যকর করে তুলেছে
হ্যাঁ গা আমরা তো ভুয়ো খবর ছড়াই। আমাদেরকেই সন্ধান করতে বলছেন
ashol aporadhider dhakchen keno vitore jaea vangchur korlo tader chobi dintara sobai tmc
আপনাদের দ্বারা কিচ্ছু হবে না।। সাধারণ মানুষ কি ঠেকা নিয়ে রেখেছে খুঁজে বার করার তাহলে আপনারা কী করবেন
aage je nirdosh chele guloke tule niye gyachen tader ke charun ebong khoma cha pore ei shob goyendagiri korun eta apnadee kaj khuje ber kora taka paan sorkarer theke
ঘটনা ঘটলো কবে আর বাবুদের ঘুম ভাঙলো আজ সকালে sorry kp আমরা কেও ঘরের খেয়ে আপনাদের সাহায্য করবো না আপনাদের সাহায্য করা মানে মেয়েটির প্রতি আরো অন্যায় করা সঞ্জয় কে দিনে ধরে ফেললেন এদেরও পারবেন চেষ্টা করুন
সবাই একটু angry react দিন reach কমুক এই পেজের।
ajke je rally ber hobe apnader tate eder dekte paben nischoy tar por bolchen khoj dite nice joke
রাস্তায় যারা দাঁড়িয়ে ছিল তাদের ছবি তো খালি দিচ্ছেন আর যারা হাসপাতালের ভেতর ভাঙচুর করল তাদের ছবি কই নাকি তাদের ধরা বারণ আছে
স্যালারি নেবেন আপনারা আর ছবির লোক খুঁজে দেবো আমরা দারুণ ব্যাপার
kolkatay thaki aaj yearslojja lagche aajkara amader rokkha korbeapnaraakta somoy gorbo hotokoto bhalo bondhu police dada chilojara nisartho kaaj kortoaaj kichu achen nijeke aar surokkhito mone hochche na apnader bhorsay aar nishchinte thakte parchi na onyay je kore r onyay je soy doshta akirokom hoy
bhalo phone nei ekta
era jakhan hospital e dhukechilo takhan apnara ki korchilen duty te thaka nurse der kache nijeder lokanor help chaichilen
han eder sondan chai ar oporadhi gulo paliye gelo setar sondan chaichen na kotodin loker tax e kheye chokh bondho kore bachben lojja lage na
আমাদেরই খুঁজতে বলছেন তখন আপনারা কি করবেন
amra khujle apnara ki thanay bose biri fukben naki
এরাও গুজব ছড়াচ্ছে
lojja kore nah apnader bolun k jon apnader sport naicomment ta check korunsob e dekhchen bolun boba hoa gechenapnader police th august sokal j chele gulu k merechemay der gaa haat diyeche tar footage kothainillojo behaya department apnaderjake khojar take khujjen nah bekar lok sobsobar somai hoa geche jutor mala porabartoder somai s ebaar
ha apnader kaaj amra kori r amader kaaj gulo ki apnara korben koto ta nirlojjo hote pare bhai eke protection dite giye naki nijera protection cheyechen public r kache abar naki vandalisers der dhore debe public tahole dada bolchi apnara apnader salary ta public k e diye din amra apnader kaaj kore dicchi
chi r kato natok korben apnara apnara natok korte korte hapan na amra dekhte dekhte next episode ar apekhkha korchi
সিসি ক্যামেরা ধরে এগুতে হবে ব্যক্তিকে চিহ্নিত করে টিম হয়ে কাজ করে যান প্রয়োজনে এর বেশি ক্যামেরার ভিডিও এনালাইসিস
kolkata police er page e roj meme post hocche apnara ekhon savior theke entertainer e nijer ojantei convert hoye gechen
apnara pet mota kore bhuri bar kore bose thakun chair
vul val khobor chorachche kp news channel bolche
ki gaja kheye duty korte asis naki eta jodi amrai kori tora ki marate bose achis
নির্ভেজাল আনন্দ দিচ্ছেন আপনারা
e baba dhorte pare napare napare na intelligence fail ebar inam declare karun eder khunje dile k inam dekhun era nijerai chole asbe police station e pare na e baba
দেখবেন এদের থেকে বহুমূল্য যন্ত্রপাতির টাকা আপনার ও আমার সম্মান উশুল করে নেওয়া যায়।এগুলো ছিল আমাদের সাধারণ মানুষের টাকা পরিশ্রম ও সম্মান।
কোন রঙের পতাকার বাহক সেটা জানান তবেই তো কে সত্যি কে মিথ্যা প্রমাণ হবে । মানুষ কে বুঝতে সাহায্য করুন আপনারা তো মানুষের সাহায্যর জন্যই আছেন
আরো আশাবাদী থাকছি এটা জানতে পারবো কারা এরা কে এদের মাথা চরম শাস্তি আবেদন করি
কারা এই আন্দোলনকারী এরা কাদের মদতপুষ্ট জানান
ader chara jno na hoy bujtey parchen janata k khepeye tulchen sobai mile ki hoy abar sdhu wait korun
""
want know sent please make public possible people start forwarding fake news
ও আচ্ছা সেই জনের মধ্যে জন অর্থাৎ আরো জন এখনও বাকি। চোখ রাখছি আপনাদের পেজে। এই গম্ভীর পরিস্থিতিতে ভালোই কমিক রিলিফ।
বহুমূল্যবান যে সমস্ত যন্ত্রপাতির টাকা এদের থেকে উশুল করা হোক ও দৃষ্টান্ত মুলক শাস্তি হোক।
যারা রাষ্ট্রীয় সম্পত্তি নষ্ট করে তারা দেশবিরোধী রঙ না দেখে ন্যায় বিচার হোক।
চোখে কালো কাপড় দেওয়ায় কি দরকার ছিল
aha raag korchhen kno sobai enara thik janen na bujhte parchhen na tai janogon er help chhaichhen apnara rest nin sir kp
sob kota abar baire beriye ashbe
ধন্যবাদ
arrest তো করেছেন বুঝলামকিন্তু সত্যি টা জনসমক্ষে আনতে পারবেন যে এই দুষ্কৃতীরা কারা এবং কার নির্দেশে ওই রাতে rgkar এ ভাঙচুর চালিয়েছে উপর মহলের চাপে সত্যি টা তো আড়ালে ই থেকে যাবেতাহলে আর কি লাভ হবে arrest করে আমরা কিন্তু সাধারণ মানুষ হলেও সব সত্যি টাই বুঝতে পারছি সেদিন পুলিশের নিস্ক্রিয় ভূমিকা ই প্রমাণ করে দিয়েছে যে এই ঘটনার পেছনে কারা আছে জনগণ বোকা নয় কারণ kolkata police এতোটাই দক্ষefficientযে তাদের কাছে ওই ভাঙচুর ঠেকানো টা minute এর কাজএই বিশ্বাস ও আস্থা kolkata police এর ওপর আছেbut সেদিনের ঘটনায় এটাই মনে প্রশ্ন জাগছে যে কেনো police কোনো action নিলো না হাসপাতাল ভাঙচুর করার আগে চেষ্টা করলেই সেটা তারা পারতো
idurer gorto ta apnader janaamra r ki help krboapnara sb janen
next কোথায় attack করতে হবে জানিয়ে advance দিয়ে দেবেন আর একটা ক্লাস নিয়ে নেবেন rd floor আর তিন তলার difference টা বুঝিয়ে দেবেন
এরা কোন আন্দোলনকারী এরাও কি রাত দখলে নেমেছিল সারা রাজ্যে যারা আন্দোলন করেছে তাঁদের আর এদের পাশাপাশি দাঁড় করালেই তফাৎ টা পা থেকে মাথা পর্যন্ত দেখলে এবং এরা মুখ খুললেই বোঝা যাবে।
এদের কঠিন থেকে কঠিনতম শাস্তি দেওয়া উচিত যাতে আর কেউ না এমন নক্কার জনক কাজ করতে পারে।
করা ডোজ চাই স্যার kolkata police
jokhon hamla chalachilo tokhon keno dhorte parlen natokhon apnara samne uposthit chilenhamla chalia somostho totho lopat kore diya bari paliya gelo r ekhon dhore ki hobe hamla korar agee keno tader atkate parlen na tv te dekhchilam oder voy apnarai palachilen ami kolkata police k respect kortam kintu ja sob dekhchi tate vorsa ta uthe jache amader kono bipod hole amra kar kache jabo kar kache sahajjo chaibo
এরা কারা এদের কি কোন রাজনৈতিক রং আছে এরা কেন হামলা চালিয়েছে জানার ইচ্ছে প্রকাশ করলাম।
বাবাহ উদ্ধার করেছেন একবারে। এভাবে দোষী গুলো কে ধরলে আরও ভালো হতো। আর বিশ্বাস করুন আপনাদের উপর আমাদের জনতাদের কোনো ভরসা নেই আর একটুও নেই। আপনারা সেটাই করবেন যেটা আপনাদের উপর মহল থেকে করতে বলবে। আর এই নিচে ফটো তে থাকা ছেলেটা কে ধরলেন না কেনো সে কোথায়
যাদের গ্রেফতার করেছেন তাদের পরিচয় আর ব্যাকগ্রাউন্ড জানান পাবলিক পোস্ট করে
কে এই ব্যক্তি সেদিনের ভাংচুরে ইনার কোনো ভূমিকা ছিল কিনা একটু দেখুন।।।
ভালো খুব ভালো কথা।। নোবেল prize দেওয়া হবে।।।। রেপষ্টি র খুনি রা ঘুরে বেড়াচ্ছে র এই সব করছে এর থেকে ভালো শাড়ী পরে বসে থাকনু।।।।
mota taka jorimana jate hoi serokom arji janaben court r ki sasti pelo ei gondomurkher dol setao anugroho kore post korbentahole jodi apnader proti bhorsa ashe
abar chokh dhakar ki achhe ekhane meytar chobi viral hoye jachhe without coverage sekhane eder moto kitder face e cover kano
mukh dheke chobi dilen keno bolunto aporadhi amader janar ba chenar adhikar acheto era kara ederto chere deben kichudin por eder modhhe keu je amader ashe pashe ghurbe na tar guarantee ke debe amra chine rakhi eder eder mukh gulo prokashhe anun
আপনাদের ভরসা কিছু মনে করবেন না আপনাদের চাকরির ব্যাপার সরকারের নির্দেশ অমান্য করার দুঃসাহস আপনাদের নেই। আপনাদের যথেষ্ট সম্মান করেই বলছি এই ন্যাকামো মরা পোস্ট করে লোক হাসাবেন না আমরা এটাও জানি ওপর মহলের নির্দেশে আপনাদের এসব করতে হয় । আপনাদের বাড়িতেও ছেলে আছে মা আছে বোন আছে। আমাদের সাথে যদি এই ঘটনা ঘটতো কি করতেন। মানুষের পাশে দাঁড়ান। ক্রিমিনাল ধরুন পারলে কোমর ভেঙে দিন। এখনো বলছি আপনাদের স্যালুট করি। কারণ আপনারাই আমাদের ভরসা।
এদের থার্ড ডিগ্রী দিন। দেশের সম্পত্তি ভাংচুর করা লক্ষ লক্ষ টাকার প্রাণদায়ী ওষুধপত্র নষ্ট করা এই আন্দোলন হতে পারে না এ দেশদ্রোহীতার শামিল। থার্ড ডিগ্রী দিন সব বেড়োবে মুখ দিয়ে কোন লোডশেডিং নেতা পাঠিয়েছিল ধর্ষকের ফাঁসী চাই justiceformoumita justiceforrgkar
strongly believe kolkata police want clean city time request please anything else please child
আমরা উদ্ধার হয়েছি। আপনারা সবটাই জানেন ওইদিন রাতে কারা ভাঙচুর চালিয়েছে। পুলিশের না জানার কিছু নেই।
অভিনন্দন আপনাদের। এটাও বিশ্বাস করি যে আপনারা যদি চান তবে তিলোত্তমার খুনিদেরও কিন্তু ধরতে পারেন। এই সন্ত্রাসকারীদের যেমন যোগ্য শাস্তি হওয়া উচিৎ তেমনই ওই মেয়েটিকে ওরকম নৃশংসভাবে খুন করলো যারা তাদেরও শাস্তি হওয়া জরুরি।
সব ঠিক আছে হামলা যারা করেছে ধরেছেন এর জন্য ধন্যবাদ কিন্তু যারা এই হামলার পরিস্থিতি তৈরি করেছে অর্থাৎ যারা এই রেপটা করেছে তাদের সবাইকে ধরুন এবং যাদের ধরেছেন তার রাজনৈতিক জীবন তুলে ধরুন
joto rogno poschimbongo
এরা আবার বলছে সবাই ক্যামেরাম্যান। যদি তাই হতো তাহলে বচসা বা ভাঙচুর এর সময় দূরে সরে যেত নিউজ মিডিয়ার প্রয়োজন কি তাহলে কমে গেলো এরাই ভাইরাল হতে চায় এদের মোবাইলে ক্যামেরাম্যান হওয়ার প্রমান দেখা হোক অবিলম্বে বাকি গুন্ডাদের ধরে ইমার্জেন্সি তে রাখা প্রয়োজনীয় নথি রিকভারি করা হোক।
era kara taar detail jonogon k janano hok ei lori te kore ese vangchur er idea ta kar jonogon k janano hok eder jonno poroborti ki sasti dharjo kora hocche jonogon k janano hok evabe chokh kalo kore deoar ki drkr porlo jonogon k janano hok eder full detail jonogon k janano hok tobei bujhbo eisob information step transparent chotobalay guardian call hole aneker golpo sunechi j tara boka khaoar voye baba dada didi baniye niye jeto
bolchi ajker script ta k likhlo
বাহ এদের সনাক্ত করতে তো একদম সময় লাগলো না তাহলে সিসিটিভি তে সেদিন রাতের আসল অপরাধীদের দেখা সত্ত্বেও তাদের সনাক্ত করতে এত সময় লেগে যাচ্ছে আপনাদের।নাকি সেই বেলা চোখে ঠুলি পরে বসে থাকছেন।অনেক নাটক হয়েছে আর না হয় নাই বা করলেন এই প্রহসন।
ঘটনার মোর ঘোরানোর চেষ্টা।। ছি
ato natok nite para jache na
mastermind ta ke chilo jante perechen nischoi ei joner theke tahole sei mastermind er nam ta post e pelam na keno
কোন কোম্পানির গাঁজা টানেন আপনারা
লোক দেখানো কাজ করে কী লাভ । আপনাদের বাড়ি তেও মেয়ে আছে একটু ভেবে দেকবেন
আপনারা নাটক চালিয়ে যান।ধরা পড়েছে তো কি হয়েছে এমনিও এদের কোনো কাজ নেই। দু একদিন জেলে থাকবে।সেটা জানে।খাবার তো পাবে। এদের ওটাই অনেক।আর আসল পারিশ্রমিক তো আগেই পেয়েছে।
gunda dhorar naam kore bhuleo jano innocent andolonkari der dhorte jaben nath august shahorer rup dekhe niyechhen abar kintu sobai pothe namte prostut
আপনারা নাকি সেদিন গাইনো ডিপার্টমেন্ট এর বাথরুমে লুকিয়ে ছিলেন
apnara jadi impartial kaj korten tahale eto kichu hotoina
ekhn ki apnarao fb te besi post krte somoy pachen dekhchi fb active
arrest minakshi mukherjee…you’ll find culprit
সন্দ্বীপ ঘোষকে অ্যারেস্ট করুন দম আছে
